TV,Radio,Newspaper,Sales
0.026039905309435243,0.5483870967741935,0.0,5.7
0.7409536692593847,0.6754032258064516,0.0,19.6
0.12242137301318905,0.7782258064516129,0.0,10.8
0.16097396009469056,0.9475806451612903,0.0,11.6
0.08420696652012176,0.7862903225806451,0.0,9.5
0.9232330064254313,0.5826612903225806,0.0,20.8
0.1430503889076767,0.5221774193548386,0.0,9.6
0.6229286438958405,0.8850806451612903,0.0,20.7
0.2458572877916808,0.34274193548387094,0.0,10.9
0.6526885356780522,0.7137096774193548,0.0,19.2
0.7433209333784242,0.6693548387096775,0.0,20.1
0.3513696313831586,0.11491935483870967,0.0,10.4
0.3229624619546838,0.29838709677419356,0.0,11.4
0.4721001014541766,0.03830645161290322,0.0,10.3
0.8096043287115321,0.1471774193548387,0.0,13.2
0.8200879269529929,0.9879032258064516,0.0,25.4
0.12614135948596553,0.8124999999999999,0.0,10.9
0.14879945891105853,0.5201612903225806,0.0,10.1
0.946905647615827,0.28024193548387094,0.0,16.1
0.4068312478863713,0.16935483870967744,0.0,11.6
0.6658775786269869,0.46975806451612906,0.0,16.6
0.576936083868786,0.8004032258064516,0.0,19.0
0.632735880960433,0.4254032258064516,0.0,15.6
0.011498140006763611,0.23387096774193547,0.0,3.2
0.31518430842069667,0.877016129032258,0.0,15.3
0.504227257355428,0.02620967741935484,0.0,10.1
0.037199864727764625,0.7439516129032258,0.0,7.3
0.4430165708488333,0.3709677419354838,0.0,12.9
0.5809942509299967,0.3649193548387097,0.0,14.4
0.2874535001690903,0.721774193548387,0.0,13.3
0.6347649644910384,0.3649193548387097,0.0,14.9
0.5505579979709165,0.7419354838709676,0.0,18.0
0.39398038552587084,0.29637096774193544,0.0,11.9
0.7906662157592155,0.06854838709677419,0.0,11.9
0.0581670612106865,0.7580645161290323,0.0,8.0
0.6969901927629355,0.10483870967741936,0.0,12.2
0.7260737233682788,0.47580645161290325,0.0,17.1
0.959080148799459,0.21370967741935482,0.0,15.0
0.16672303009807238,0.23387096774193547,0.0,8.4
0.5539398038552588,0.42137096774193544,0.0,14.5
0.06391613121406833,0.405241935483871,0.0,7.6
0.5671288468041935,0.14314516129032256,0.0,11.7
0.7497463645586745,0.06854838709677419,0.0,11.5
0.9340547852553264,0.9858870967741935,0.0,27.0
0.8376733175515727,0.6088709677419355,0.0,20.2
0.5732160973960095,0.15725806451612903,0.0,11.7
0.933378424078458,0.04637096774193548,0.0,11.8
0.5576597903280353,0.20161290322580644,0.0,12.6
0.5272235373689551,0.05241935483870968,0.0,10.5
0.7365573216097397,0.10887096774193548,0.0,12.2
0.18769022658099427,0.11491935483870967,0.0,8.7
0.9702401082177885,0.8669354838709677,0.0,26.2
0.8559350693270208,0.42943548387096775,0.0,17.6
0.6909029421711195,0.9092741935483871,0.0,22.6
0.4693946567467028,0.04233870967741936,0.0,10.3
0.6438958403787624,0.5786290322580645,0.0,17.3
0.9648292188028409,0.28024193548387094,0.0,15.9
0.060872505918160305,0.24395161290322578,0.0,6.7
0.1312140683124789,0.8286290322580645,0.0,10.8
0.2529590801487995,0.21774193548387097,0.0,9.9
0.05579979709164694,0.08266129032258064,0.0,5.9
0.561717957389246,0.8467741935483871,0.0,19.6
0.5038890767669936,0.717741935483871,0.0,17.3
0.12681772066283398,0.07459677419354839,0.0,7.6
0.31619885018599936,0.09879032258064517,0.0,9.7
0.5962123774095368,0.1875,0.0,12.8
0.9567128846804196,0.8467741935483871,0.0,25.5
0.7825498816367942,0.17338709677419353,0.0,13.4
